"","data","Overall","north_east","north","west","capital","south_east","south","east","badakhshan","balkh_province","badghis","baghlan","bamyan_province","farah","faryab","ghor","ghazni_province","herat","helmand","jawzjan","kabul_province","kandahar_province","kunduz_province","kunar","khost","laghman","logar","nangarhar","nuristan","paktya","paktika","samangan","sar_e_pul_province","takhar","uruzgan","maidan_wardak","faiz_abad_badakhshan","baharak_badakhshan","yaftal_e_sufla","yawan","argo","kohestan_badakhshan","keshem","jorm","nahr_e_shahi","mazar_e_sharif","dehdadi","sholgareh","zari","balkh","chemtal","qala_e_naw","muqur_badghis","jawand","ab_kamari","pul_e_khumri","doshi","burka","baghlan_e_jadid","nahrin","bamyan","bala_buluk","qala_e_kah","maymana","feroz_koh","dawlatyar","shahrak","deh_yak","andar","ghazni","muqur_ghazni","giro","qarabagh","waghaz","hirat","injil","guzara","lashkargah","nahr_e_saraj","sheberghan","aqcha","kabul","bagrami","deh_sabz","paghman","kandahar","daman","maywand","arghandab","zheray","dand","panjwayi","spin_boldak","kunduz","chawkay","asad_abad","watapur","shigal","bar_kunar","dara_e_pech","sar_kani","marawara","narang","khas_kunar","nurgal","ghazi_abad","nari","dangam","chapa_dara","matun","mandozayi","gurbuz","tani","terezayi","qalandar","mehtarlam","qarghayi","pul_e_alam","surkh_rod","rodat","jalalabad","behsud","bati_kot","chaparhar","khogyani","achin","nazyan","dur_baba","deh_bala","kama","shinwar","pachir_wa_agam","wama","barg_e_matal","waygal","parun","kamdesh","mandol","nurgaram","gardez","shawak","sayed_karam","samkani","ahmadaba","dand_wa_patan","ziruk","sharan","mata_khan","urgun","barmal","surobi_paktika","zarghun_shahr","yosuf_khel","aybak","hazrat_e_sultan","dara_e_suf_e_bala","dara_e_suf_e_payin","sar_e_pul","taloqan","yangi_qala","bangi","baharak","tirinkot","maydan_shahr","nerkh","dawlatabad_balkh","karukh","muhmand_dara","duab","secure_tenure","insecure_tenure","service_inaccess","service_access","adequate_shelter","inadequate_shelter","less_5years","over_5years","mixed_popn","seperate_popn","recent_return","no_recent_return","suburb_location","rural_location","urban_location","small_site","large_site"
"524","dont_know","2.7","1.74","0","2.94","1.32","1.45","9.52","3.93","0","0","0","1.33","0","0","0","9.09","0","0","4.76","0","1.59","10.78","2.63","5.26","3.23","7.84","0","0","0","0","0","0","0","1.92","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16.67","0","0","0","0","0","0","11.11","0","0","0","0","0","0","0","0","0","0","0","0","0","12.5","0","0","1.96","0","0","0","10.42","14.29","0","20","16.67","0","0","0","2.63","0","11.11","0","0","0","0","0","0","0","0","100","0","0","0","0","5.56","0","0","0","0","0","11.54","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.17","0","0","0","0","0","0","0","0","0","0","1.25","5.14","2.92","1.42","2.9","0","3.45","2.61","2.69","2.73","1.6","3.26","1.97","1.88","3.45","2.62","3.36"
"525","handwash_location","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"526","private","84.5684394071491","94.4852941176471","95.1388888888889","55.5555555555556","96.6666666666667","77.2727272727273","91.3333333333333","57.0093457943925","82.9268292682927","98.8636363636364","36.3636363636364","98.7951807228916","100","66.6666666666667","100","81.8181818181818","86.6666666666667","50","87.5","100","96.1038961038961","92.6229508196721","98.7179487179487","34.375","71.4285714285714","74.5762711864407","100","75.3424657534247","5.55555555555556","68.75","93.3333333333333","85.7142857142857","92.5373134328358","91.4285714285714","75","100","93.3333333333333","73.6842105263158","100","100","0","100","100","100","98.1481481481482","100","100","100","100","100","100","50","33.3333333333333","0","0","100","100","100","92.8571428571429","100","100","50","100","100","88.8888888888889","100","0","100","50","87.5","100","100","100","100","25","63.6363636363636","25","81.25","100","100","100","96.7213114754098","92.3076923076923","100","100","92.8571428571429","93.75","70","100","100","100","88.8888888888889","100","98.7179487179487","0","45.4545454545455","25","33.3333333333333","0","33.3333333333333","25","50","50","33.3333333333333","100","25","33.3333333333333","0","33.3333333333333","72","62.5","80","50","100","100","75.8620689655172","73.3333333333333","100","93.75","66.6666666666667","75","81.25","100","62.5","100","25","100","50","100","100","0","50","0","0","0","0","0","0","0","66.6666666666667","100","0","66.6666666666667","100","100","100","100","0","100","100","100","100","100","78.125","95.2380952380952","100","100","92.5373134328358","93.3333333333333","100","71.4285714285714","100","75","100","100","100","100","100","100","85.219707057257","83.0729166666667","84.965034965035","83.3910034602076","84.8628192999054","80.6818181818182","82.5174825174825","84.8303393213573","84.9101796407186","83.6538461538462","88.2758620689655","83.1858407079646","86.6396761133603","74.1433021806854","89.4645941278066","84.5226130653266","84.6666666666667"
"528","public_facility","4.359197907585","1.47058823529412","1.04166666666667","26.6666666666667","3.33333333333333","9.09090909090909","7.33333333333333","4.20560747663551","0","0","9.09090909090909","0","0","0","0","54.5454545454545","0","25","41.6666666666667","0","3.8961038961039","0.819672131147541","5.12820512820513","4.6875","2.38095238095238","6.77966101694915","0","2.73972602739726","0","37.5","6.66666666666667","0","4.47761194029851","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16.6666666666667","0","0","0","0","0","0","0","0","0","0","0","0","44.4444444444444","100","100","0","0","0","0","0","0","0","25","27.2727272727273","0","25","75","0","0","4.91803278688525","0","0","0","1.78571428571429","0","0","0","0","0","0","0","5.12820512820513","0","18.1818181818182","25","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","13.7931034482759","0","0","6.25","0","0","6.25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","33.3333333333333","0","100","66.6666666666667","0","0","0","0","100","0","0","0","0","0","0","0","0","0","4.47761194029851","0","0","0","0","0","0","0","0","100","0","0","3.59520639147803","5.20833333333333","4.42890442890443","4.1522491349481","4.25733207190161","5.68181818181818","6.29370629370629","4.09181636726547","4.07185628742515","5.12820512820513","5.17241379310345","2.06489675516224","2.02429149797571","4.3613707165109","5.35405872193437","4.42211055276382","4"
"530","public","30.4272013949433","17.6470588235294","17.3611111111111","55.5555555555556","20","29.5454545454545","33.3333333333333","61.6822429906542","19.5121951219512","23.8636363636364","9.09090909090909","12.0481927710843","0","66.6666666666667","11.6279069767442","81.8181818181818","13.3333333333333","65","70.8333333333333","0","22.0779220779221","26.2295081967213","20.5128205128205","68.75","26.1904761904762","45.7627118644068","12.5","65.7534246575342","72.2222222222222","50","33.3333333333333","0","35.8208955223881","20","25","0","33.3333333333333","10.5263157894737","0","100","0","0","0","0","27.7777777777778","18.1818181818182","21.4285714285714","0","0","0","100","0","33.3333333333333","0","0","14.8148148148148","16.6666666666667","0","7.14285714285714","0","0","50","100","11.6279069767442","100","0","0","0","50","12.5","0","0","0","0","50","63.6363636363636","75","62.5","87.5","0","0","21.3114754098361","30.7692307692308","0","0","35.7142857142857","12.5","40","18.1818181818182","23.0769230769231","0","0","33.3333333333333","20.5128205128205","100","90.9090909090909","75","66.6666666666667","100","66.6666666666667","75","50","50","100","50","50","66.6666666666667","0","0","28","25","20","50","0","0","58.6206896551724","33.3333333333333","12.5","87.5","100","75","68.75","100","62.5","0","0","100","75","0","100","50","0","100","0","100","66.6666666666667","80","100","0","55.5555555555556","100","100","33.3333333333333","0","0","100","33.3333333333333","0","0","0","100","0","100","0","0","0","0","35.8208955223881","23.3333333333333","0","0","0","25","0","0","0","100","100","100","31.2916111850865","28.125","31.4685314685315","27.3356401384083","31.1258278145695","21.5909090909091","26.5734265734266","31.0379241516966","30.4191616766467","30.4487179487179","34.1379310344828","37.1681415929204","31.1740890688259","38.3177570093458","25.73402417962","28.3417085427136","44"
"532","open","14.9084568439407","16.1764705882353","10.7638888888889","22.2222222222222","1.11111111111111","17.0454545454545","12.6666666666667","23.8317757009346","21.9512195121951","2.27272727272727","45.4545454545455","6.02409638554217","0","100","2.32558139534884","18.1818181818182","0","0","50","0","1.2987012987013","4.0983606557377","1.28205128205128","14.0625","21.4285714285714","32.2033898305085","0","20.5479452054795","44.4444444444444","0","40","14.2857142857143","29.8507462686567","41.4285714285714","50","0","6.66666666666667","31.5789473684211","0","100","100","0","0","0","0","0","7.14285714285714","33.3333333333333","0","0","0","33.3333333333333","33.3333333333333","100","100","3.7037037037037","33.3333333333333","0","7.14285714285714","0","0","100","100","2.32558139534884","22.2222222222222","0","0","0","0","0","0","0","0","0","0","0","0","43.75","62.5","0","0","0","7.69230769230769","0","0","5.35714285714286","0","0","9.09090909090909","0","0","11.1111111111111","0","1.28205128205128","0","9.09090909090909","25","0","33.3333333333333","0","0","0","0","0","0","50","33.3333333333333","100","66.6666666666667","20","25","40","0","0","0","37.9310344827586","26.6666666666667","0","6.25","16.6666666666667","0","25","0","12.5","0","75","0","25","50","0","100","50","0","100","0","33.3333333333333","40","100","100","0","0","0","0","0","0","0","50","100","50","50","0","0","0","21.875","4.76190476190476","0","0","29.8507462686567","41.6666666666667","0","57.1428571428571","0","50","0","0","0","0","0","100","15.3129161118509","13.8020833333333","13.4032634032634","19.3771626297578","14.8533585619678","15.9090909090909","11.1888111888112","15.4690618762475","15.3293413173653","13.7820512820513","18.2758620689655","14.4542772861357","10.5263157894737","23.3644859813084","12.0898100172712","15.2763819095477","12.6666666666667"
"534","other","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"535","using_public_facility","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"536","Average","0.32","0.18","0.18","0.69","0.21","0.34","0.35","0.62","0.2","0.24","0.18","0.12","0","0.67","0.12","1","0.13","0.8","0.79","0","0.23","0.26","0.22","0.69","0.29","0.46","0.12","0.66","0.72","0.62","0.4","0","0.37","0.2","0.25","0","0.33","0.11","0","1","0","0","0","0","0.28","0.18","0.21","0","0","0","1","0.17","0.33","0","0","0.15","0.17","0","0.07","0","0","0.5","1","0.12","1","1","1","0","0.5","0.12","0","0","0","0","0.75","0.82","0.75","0.75","0.88","0","0","0.23","0.31","0","0","0.36","0.12","0.4","0.18","0.23","0","0","0.33","0.22","1","0.91","0.75","0.67","1","0.67","0.75","0.5","0.5","1","0.5","0.5","0.67","0","0","0.32","0.25","0.2","0.5","0","0","0.59","0.33","0.12","0.88","1","0.75","0.69","1","0.62","0","0","1","0.75","0","1","0.5","0","1","0","1","0.67","0.8","1","0","0.67","1","1","0.67","0","0","1","0.33","1","0","0","1","0","1","0","0","0","0","0.37","0.23","0","0","0","0.25","0","0","0","1","1","1","0.32","0.3","0.32","0.3","0.32","0.26","0.29","0.32","0.32","0.32","0.34","0.37","0.31","0.39","0.28","0.3","0.45"
"537","handwash_device","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"538","handpump","49.31","14.58","40.43","20.69","50","60","43.33","80","0","26.32","50","11.11","0","0","20","18.18","100","21.43","46.15","0","50","41.18","11.76","83.33","66.67","100","0","50","100","30","83.33","0","56.52","28.57","0","0","0","0","0","0","0","0","0","0","21.43","0","66.67","0","0","0","0","0","100","0","0","12.5","0","0","0","0","0","0","0","20","11.11","0","100","0","100","100","0","0","0","0","0","28.57","33.33","85.71","0","0","0","53.85","0","0","0","25","0","100","0","100","0","0","0","11.76","100","33.33","100","100","100","100","66.67","100","100","100","100","50","100","0","0","62.5","100","100","0","0","0","100","100","0","28.57","100","66.67","50","100","66.67","0","0","0","33.33","0","0","100","0","100","0","100","100","100","100","0","16.67","100","0","50","0","0","100","50","100","0","0","100","0","100","0","0","0","0","56.52","28.57","0","0","0","0","0","0","0","0","0","0","50.53","47.37","47.11","57.14","49.63","45","28.21","52.61","51.42","43.42","43.94","65.66","36.36","57.89","48.55","48.66","57.69"
"539","sink","19.1","45.83","31.91","31.03","14.29","0","0","7.78","12.5","36.84","0","88.89","0","50","20","27.27","0","35.71","0","0","14.29","0","41.18","13.89","0","0","0","8.33","0","0","0","0","30.43","42.86","0","0","20","0","0","0","0","0","0","0","35.71","0","33.33","0","0","0","100","0","0","0","0","87.5","100","0","0","0","0","0","100","20","33.33","0","0","0","0","0","0","0","0","0","0","57.14","0","0","0","0","0","15.38","0","0","0","0","0","0","0","0","0","0","0","41.18","0","50","0","0","0","0","33.33","0","0","0","0","50","0","0","0","0","0","0","0","0","0","0","0","0","14.29","0","33.33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30.43","42.86","0","0","0","0","0","0","0","100","0","0","21.05","15.79","21.33","11.11","19.78","10","17.95","19.28","20.28","15.79","19.7","20.2","21.82","14.74","21.01","19.54","11.54"
"540","buckets_hose","15.62","33.33","14.89","34.48","14.29","10","10","4.44","75","5.26","50","0","0","50","60","27.27","0","35.71","7.69","0","14.29","11.76","35.29","0","16.67","0","0","16.67","0","0","16.67","0","13.04","28.57","0","0","60","100","0","100","0","0","0","0","7.14","0","0","0","0","0","0","100","0","0","0","0","0","0","0","0","0","100","0","60","22.22","100","0","0","0","0","0","0","0","0","100","14.29","33.33","14.29","0","0","0","7.69","100","0","0","25","0","0","0","0","0","0","0","35.29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25","0","0","0","0","0","0","0","0","42.86","0","0","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","50","0","0","0","0","0","0","0","0","0","0","13.04","28.57","0","0","0","0","0","0","0","0","0","0","13.68","20","13.78","22.22","13.81","40","25.64","14.06","14.15","19.74","13.64","4.04","25.45","11.58","14.49","15.33","19.23"
"541","tippy","13.89","6.25","12.77","13.79","7.14","26.67","40","6.67","12.5","31.58","0","0","0","0","0","27.27","0","7.14","30.77","0","7.14","47.06","11.76","0","8.33","0","0","25","0","70","0","0","0","0","0","0","20","0","0","0","0","0","0","0","35.71","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","33.33","0","0","0","0","0","0","0","0","0","0","0","33.33","0","66.67","0","0","7.69","0","0","0","50","100","0","100","0","0","0","100","11.76","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","0","0","0","0","0","14.29","0","0","0","0","33.33","0","0","100","66.67","0","100","0","0","0","0","0","0","0","0","0","83.33","0","100","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12.63","15.79","15.11","9.52","14.55","5","23.08","12.45","12.26","18.42","18.18","9.09","14.55","13.68","13.77","14.56","7.69"
"542","no_consensus","1.39","0","0","0","14.29","0","6.67","0","0","0","0","0","0","0","0","0","0","0","15.38","0","14.29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","33.33","0","0","15.38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.58","0","1.78","0","1.49","0","5.13","0.8","1.42","1.32","4.55","0","1.82","2.11","0.72","1.15","3.85"
"543","dont_know","0.69","0","0","0","0","3.33","0","1.11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.78","8.33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16.67","0","0","0","0","0","0","0","0","0","0","0","0","0","12.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.53","1.05","0.89","0","0.75","0","0","0.8","0.47","1.32","0","1.01","0","0","1.45","0.77","0"
"544","soap_avail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"545","yes","73.06","82.72","87.5","37.78","71.11","80.68","84","38.79","82.93","95.45","9.09","96.39","100","0","72.09","45.45","73.33","55","100","85.29","67.53","80.33","76.92","53.12","73.81","22.03","100","47.95","5.56","93.75","93.33","92.86","83.58","72.86","100","75","73.33","89.47","100","100","0","100","100","100","98.15","90.91","85.71","100","100","100","100","16.67","0","0","0","94.44","100","100","100","100","100","0","0","72.09","33.33","100","100","100","50","75","100","100","100","0","50","45.45","75","100","100","84.85","100","68.85","53.85","100","100","85.71","93.75","70","81.82","69.23","100","55.56","33.33","76.92","100","63.64","75","50","0","55.56","50","75","50","66.67","0","25","66.67","0","33.33","76","62.5","80","50","100","100","31.03","13.33","100","68.75","33.33","75","50","100","37.5","0","50","100","25","50","100","0","0","0","0","0","33.33","0","0","0","100","100","0","100","100","100","100","83.33","100","100","100","100","100","100","87.5","100","100","100","83.58","73.33","100","57.14","100","100","100","0","100","100","50","0","76.43","67.19","77.97","58.48","73.98","62.5","73.43","73.05","73.65","71.47","78.28","64.01","73.28","61.99","79.1","74.97","60.67"
